TYPEG;VARIANCE;NB_OBJ;NB_SRC;NB_FL;NB_FU;NBF;TRUST;SF;OF;TRUTH;INTERVAL:30-34/35-39/40-44/45-49/50-54/55-59/60-64/65-69/70-74/75-79/;PRP_55-55_AGENDAG_10_distrib
cpr;100;10;11;2;2;20;34;0,2,5,6,8,11,12,14,17,18-0,2,5,6,8,11,12,14,17,18-0,3,5,7,8,10,12,14,17,18-0,3,5,7,8,10,12,14,17,18-0,3,5,6,8,11,12,14,17,19-0,2,5,7,8,10,13,14,16,18-0,2,5,6,9,11,13,14,16,18-1,2,4,6,8,11,12,14,17,19-0,3,5,6,9,10,12,14,17,19-1,3,5,6,8,11,13,15,16,18-0,3,4,6,8,11,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-9-10-13-15-16-19;;563/prop5118
cpr;100;10;11;2;2;20;34;1,2,4,7,8,10,12,15,17,19-1,2,4,7,8,10,12,15,17,19-1,2,4,7,8,10,12,15,16,19-1,2,4,7,8,10,12,14,17,19-1,2,4,6,8,10,13,15,17,19-1,2,4,7,9,10,12,15,16,19-1,2,5,7,8,10,13,14,17,19-1,2,5,6,8,11,12,15,17,19-1,3,5,6,8,11,13,15,17,18-1,3,5,7,9,11,13,15,17,19-0,2,4,7,9,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-9-11-13-14-16-19;;563/prop5119
cpr;100;10;11;2;2;20;34;1,2,5,7,9,10,13,14,16,18-1,2,4,7,9,10,12,14,16,18-1,2,5,7,9,10,13,15,16,18-1,3,4,7,9,11,13,14,16,18-0,2,5,7,9,10,12,14,16,18-1,3,4,6,9,10,13,14,17,18-1,3,4,6,9,11,12,14,16,18-0,3,5,7,8,10,13,14,16,18-0,2,5,6,9,10,13,14,17,19-1,3,5,7,9,11,13,15,17,19-0,2,5,7,8,10,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-8-11-12-15-17-19;;563/prop5120
cpr;100;10;11;2;2;20;34;1,2,5,6,9,10,12,14,17,18-1,2,5,6,8,10,13,14,17,18-1,2,5,6,9,10,12,15,17,18-1,2,5,6,8,11,13,14,17,18-1,2,5,6,8,11,12,14,17,18-1,2,5,6,9,11,12,15,17,18-0,2,4,6,8,11,13,14,17,18-0,2,5,6,9,11,12,14,17,19-0,2,5,6,8,11,13,15,17,19-1,3,4,6,9,10,12,15,16,19-0,3,4,7,9,10,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-11-12-15-16-19;;563/prop5121
cpr;100;10;11;2;2;20;34;1,2,5,7,8,10,12,15,16,19-1,2,5,7,8,10,13,14,16,19-1,2,4,7,8,10,13,15,17,19-1,2,5,6,8,10,13,15,17,19-1,2,5,6,8,10,13,15,17,18-1,2,5,7,9,10,12,15,17,19-0,2,4,7,9,10,12,15,16,19-1,2,5,6,8,11,12,14,16,19-0,3,5,7,8,11,13,14,17,19-0,2,5,7,9,11,13,14,17,18-1,3,5,7,9,11,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-9-11-12-14-17-18;;563/prop5122
cpr;100;10;11;2;2;20;34;0,2,4,6,9,10,12,14,16,18-0,2,4,6,9,10,12,14,16,18-0,2,4,6,9,10,12,14,16,19-0,2,4,7,9,10,12,14,16,18-0,2,4,6,9,10,13,15,16,18-0,2,4,7,9,10,12,14,16,19-0,2,4,7,8,10,13,14,16,18-0,2,4,6,8,10,13,14,17,18-1,2,4,6,9,10,13,15,16,19-0,3,4,7,9,10,13,15,17,18-0,3,4,7,9,11,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-8-11-13-15-17-19;;563/prop5123
cpr;100;10;11;2;2;20;34;1,2,5,6,9,10,12,15,17,19-1,3,5,6,9,10,12,14,17,19-1,3,5,6,8,10,12,14,17,19-1,2,5,6,8,10,12,14,17,18-0,3,5,6,9,11,12,14,17,19-0,2,5,6,8,10,12,14,17,18-1,3,5,6,8,11,12,15,17,19-0,3,5,6,9,10,13,14,17,18-0,2,4,7,8,10,12,14,17,18-0,2,5,7,9,11,13,15,17,18-1,3,5,7,8,11,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-11-13-15-16-18;;563/prop5124
cpr;100;10;11;2;2;20;34;0,3,4,6,9,11,13,14,17,19-0,3,4,7,8,11,13,14,17,19-1,3,4,7,8,11,13,14,17,19-0,3,4,7,8,11,12,14,17,19-0,3,4,6,9,11,12,15,17,19-1,3,4,7,8,10,13,14,17,19-0,3,5,6,8,11,13,15,17,19-1,3,4,6,9,10,13,14,16,19-1,2,4,6,9,11,13,15,16,19-1,2,5,6,9,11,13,15,16,19-1,3,5,6,9,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-8-10-12-15-16-18;;563/prop5125
cpr;100;10;11;2;2;20;34;1,2,4,7,9,10,13,15,17,19-1,2,4,7,9,10,13,15,17,19-1,2,4,7,8,10,13,15,17,19-1,2,4,7,9,10,13,15,17,18-1,2,4,6,9,10,12,15,17,19-1,2,4,6,8,10,13,15,17,19-1,2,5,6,9,10,13,15,17,18-1,2,4,6,9,11,13,14,16,18-0,2,5,7,9,10,12,14,16,18-1,2,5,6,8,10,12,14,17,19-0,2,5,7,8,11,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-8-11-12-14-17-18;;563/prop5126
cpr;100;10;11;2;2;20;34;0,3,4,7,9,10,13,14,16,18-1,3,4,7,9,11,13,14,16,18-1,3,4,6,9,10,13,14,16,19-0,3,4,7,8,10,13,14,16,18-1,3,4,7,8,10,13,15,17,18-1,3,4,7,8,10,13,15,17,18-0,3,5,7,8,10,12,14,16,18-0,2,4,7,8,10,13,15,16,18-1,3,4,6,8,10,12,15,16,19-0,2,4,7,8,10,13,15,17,19-0,3,5,7,8,10,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-8-11-12-15-17-19;;563/prop5127
cpr;100;10;11;2;2;20;34;1,3,5,6,9,10,13,14,16,18-1,3,5,6,9,10,13,14,16,18-1,3,5,6,9,11,13,15,17,18-1,3,5,6,8,10,13,15,17,18-0,3,5,7,8,10,13,15,16,18-0,3,5,7,9,11,13,15,16,18-0,3,5,7,8,10,13,15,17,18-1,3,4,6,8,10,13,15,17,19-0,2,4,6,8,10,13,14,16,18-0,2,4,7,9,10,12,15,16,19-1,2,4,6,8,10,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-7-8-11-12-14-17-19;;563/prop5128
cpr;100;10;11;2;2;20;34;1,3,5,6,8,11,12,15,16,18-1,3,4,7,8,11,12,15,16,18-1,2,5,7,8,11,12,15,16,19-1,3,5,7,8,11,12,15,17,19-1,3,5,6,9,11,13,15,16,18-1,2,5,7,8,11,12,15,17,19-0,3,5,7,9,11,12,15,17,19-1,3,5,6,9,11,12,15,17,19-1,3,5,6,9,11,13,15,17,19-0,2,5,6,9,10,12,14,16,18-1,2,5,6,9,10,12,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-9-10-13-14-17-19;;563/prop5129
cpr;100;10;11;2;2;20;34;0,2,4,6,9,11,13,14,17,18-0,2,4,6,9,10,13,14,17,19-0,2,4,6,9,10,12,14,16,18-0,2,4,6,8,10,12,14,17,18-1,2,4,6,8,10,13,15,17,18-0,3,4,6,9,11,13,14,17,19-0,3,4,6,8,10,12,14,16,18-0,2,5,7,8,10,13,14,16,18-0,3,5,6,8,10,13,15,16,18-0,2,4,6,8,11,12,15,16,19-1,3,4,6,8,11,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-8-11-12-15-16-19;;563/prop5130
cpr;100;10;11;2;2;20;34;1,3,4,6,9,11,13,14,17,19-1,2,4,6,8,11,13,14,17,19-1,3,5,6,9,11,13,14,17,19-1,2,4,6,8,11,12,14,17,19-1,2,4,7,8,11,12,14,17,19-0,2,4,6,9,11,13,14,16,18-1,3,4,6,8,10,13,14,17,18-0,2,5,7,9,11,13,14,16,19-1,3,5,7,8,11,13,14,17,18-1,2,5,7,8,10,13,15,17,18-0,3,4,6,9,10,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-8-10-12-15-16-18;;563/prop5131
cpr;100;10;11;2;2;20;34;1,3,5,7,8,11,13,14,16,18-1,3,5,7,8,11,13,14,16,18-1,3,4,7,9,11,13,14,17,18-1,3,4,6,8,11,13,14,17,18-0,2,4,6,8,11,13,14,16,18-1,3,4,6,8,11,12,14,17,18-1,2,4,6,9,11,13,14,17,18-1,2,4,6,9,11,13,14,17,18-1,3,5,6,8,11,12,14,17,19-1,3,5,7,8,10,12,15,17,19-0,3,4,6,9,10,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-9-10-12-15-17-19;;563/prop5132
cpr;100;10;11;2;2;20;34;0,2,5,7,9,11,12,14,16,19-0,2,5,7,9,11,12,15,16,18-1,2,5,7,9,11,12,15,16,18-0,2,5,7,9,11,12,14,16,18-0,2,4,7,8,11,12,15,16,18-0,2,4,7,9,11,13,14,16,19-0,3,4,7,9,10,12,15,17,19-0,3,5,7,9,10,12,14,16,18-0,3,5,6,8,10,13,15,16,19-1,2,4,6,8,11,13,14,16,19-0,3,5,6,9,10,12,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-10-13-14-17-18;;563/prop5133
cpr;100;10;11;2;2;20;34;0,2,4,6,9,11,12,14,16,18-0,2,4,6,9,11,12,14,16,18-0,2,4,6,8,11,12,14,16,18-0,2,5,6,9,11,12,14,16,18-0,2,4,6,8,11,13,14,16,18-0,2,5,6,8,10,12,14,16,19-0,2,4,7,9,11,13,15,16,18-1,2,4,6,9,10,12,14,17,18-1,2,4,7,9,11,13,15,16,18-1,2,4,6,8,10,13,15,17,19-1,2,4,7,8,10,12,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-8-10-13-15-17-18;;563/prop5134
cpr;100;10;11;2;2;20;34;0,3,4,7,9,10,12,14,16,18-0,3,4,7,9,10,12,14,16,18-1,2,5,7,9,10,12,14,16,18-0,3,5,7,9,10,12,14,16,18-1,2,5,7,9,10,12,14,16,19-1,2,5,7,9,11,12,14,16,18-0,3,4,6,9,10,13,14,17,18-1,3,4,7,9,10,13,14,16,19-1,2,5,7,9,11,13,14,16,19-1,3,4,7,9,11,13,14,17,19-0,3,4,6,9,10,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-11-13-15-17-19;;563/prop5135
cpr;100;10;11;2;2;20;34;0,3,4,7,9,10,12,14,16,19-0,3,4,6,9,10,12,14,16,18-0,3,4,7,8,10,12,14,16,19-0,3,5,6,9,10,12,14,17,19-0,3,5,6,8,10,13,14,16,19-0,2,5,6,9,10,12,15,16,19-0,3,5,6,9,10,13,15,17,19-1,3,5,6,9,10,13,14,16,18-1,3,4,7,8,10,12,14,17,18-1,2,5,6,9,10,13,15,17,19-1,3,5,6,8,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-11-13-15-17-18;;563/prop5136
cpr;100;10;11;2;2;20;34;0,3,5,7,9,10,12,14,17,18-1,3,5,7,9,10,12,14,16,18-1,3,5,7,9,10,12,15,16,18-1,3,5,7,9,10,13,15,17,18-0,3,4,7,9,10,12,15,17,18-0,3,5,7,9,10,12,15,17,19-0,3,4,7,9,11,12,14,16,18-0,2,5,7,9,10,12,15,17,19-0,2,4,7,9,11,12,15,17,18-1,2,5,6,8,11,12,15,17,19-0,3,4,7,8,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-8-11-13-15-16-19;;563/prop5137
cpr;100;10;11;2;2;20;34;0,2,5,7,8,10,12,15,16,18-0,2,5,7,9,10,12,14,16,18-0,3,5,7,9,11,12,15,16,18-0,2,5,7,9,11,12,14,16,18-0,2,4,7,9,10,13,14,16,18-0,3,5,7,8,10,12,14,16,18-1,2,5,7,8,11,12,15,16,19-1,2,5,6,8,10,13,15,16,18-1,3,4,7,8,10,12,15,16,19-1,3,4,7,8,10,12,14,17,18-1,3,5,6,9,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-11-13-14-17-19;;563/prop5138
cpr;100;10;11;2;2;20;34;0,2,4,7,9,11,13,15,17,19-0,2,4,7,9,11,13,15,17,19-0,2,4,7,9,11,12,15,17,19-0,2,4,7,9,11,13,14,17,19-0,3,5,7,8,10,13,15,17,19-1,2,5,7,9,11,13,15,17,19-1,3,5,7,9,10,12,15,17,19-0,2,5,6,9,10,12,15,17,18-1,3,4,6,9,10,12,14,17,19-1,2,5,7,8,11,13,14,17,18-0,2,4,6,8,10,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-11-12-14-16-18;;563/prop5139
cpr;100;10;11;2;2;20;34;0,3,4,7,8,10,12,14,17,18-0,3,5,6,8,10,12,14,17,18-0,2,5,7,8,10,12,15,17,18-0,2,5,7,8,10,12,15,17,18-0,2,5,7,8,10,12,14,16,19-0,3,4,6,8,10,12,14,16,18-1,3,5,6,8,11,12,14,16,18-0,2,4,7,8,11,12,15,17,18-1,3,4,7,9,11,12,15,17,18-1,3,4,6,9,10,12,14,16,19-1,3,5,6,8,11,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-6-9-11-13-15-16-19;;563/prop5140
cpr;100;10;11;2;2;20;34;0,2,5,6,9,11,12,14,17,18-0,2,4,7,9,11,12,14,17,18-0,3,5,7,9,11,12,14,17,19-0,2,5,6,9,11,12,14,16,18-0,2,5,7,9,10,12,14,16,19-0,2,4,6,9,11,12,14,17,19-0,3,5,7,8,11,13,15,17,18-0,2,5,6,9,10,12,14,16,19-1,2,5,7,8,11,13,15,16,18-0,3,5,6,9,10,12,15,16,19-1,3,5,7,8,11,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-10-13-15-16-19;;563/prop5141
cpr;100;10;11;2;2;20;34;1,2,5,6,9,10,12,15,17,18-0,2,5,6,9,10,13,15,17,18-1,2,5,6,9,11,12,15,17,18-0,3,4,6,9,10,12,15,17,18-1,3,5,6,9,10,12,15,16,18-0,2,4,6,9,10,12,14,16,18-0,3,4,6,9,10,12,15,16,19-0,2,4,6,9,11,13,14,17,18-0,3,4,6,9,10,13,14,16,18-0,3,4,7,9,10,12,14,16,19-1,2,4,7,8,11,13,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-8-11-13-14-16-19;;563/prop5142
cpr;100;10;11;2;2;20;34;1,3,4,7,8,11,13,14,16,19-0,3,4,7,9,11,13,14,16,19-1,3,4,6,9,10,13,14,16,19-0,3,4,6,9,11,13,14,16,19-0,3,4,7,9,11,12,14,16,18-0,2,4,7,9,11,13,14,16,18-1,3,4,7,8,10,13,15,17,19-0,2,5,7,9,11,12,14,16,19-0,3,4,6,9,10,13,15,17,19-1,3,5,6,8,11,13,15,17,18-0,3,5,6,9,10,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-8-10-12-15-17-18;;563/prop5143
cpr;100;10;11;2;2;20;34;1,2,5,7,9,11,12,14,17,19-1,2,5,7,9,11,12,14,17,19-1,2,5,7,9,11,12,14,16,19-0,2,5,7,9,10,12,14,17,18-1,2,5,7,9,10,12,15,16,18-1,2,4,7,9,10,12,15,17,18-1,2,5,6,9,11,12,15,17,18-1,3,4,6,9,10,13,14,17,19-0,3,5,6,9,11,12,15,17,19-1,3,5,7,9,11,13,15,16,18-1,3,4,6,9,11,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-8-11-13-15-16-18;;563/prop5144
cpr;100;10;11;2;2;20;34;1,3,5,7,8,10,12,15,16,19-1,3,5,7,9,11,12,15,16,19-1,3,5,6,8,11,12,15,16,18-1,3,5,7,8,10,13,15,16,19-1,3,4,7,9,11,12,15,16,18-1,3,5,6,9,11,12,15,16,18-1,2,5,7,9,10,13,15,16,19-1,3,5,6,8,10,13,15,17,19-0,2,4,7,9,11,12,15,17,19-0,3,5,6,9,11,13,14,17,19-0,3,4,7,9,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-9-10-13-14-17-18;;563/prop5117
cpr;100;10;11;2;2;20;34;0,2,4,6,8,10,13,15,16,19-0,2,4,6,8,10,13,14,17,19-0,3,4,6,8,10,13,15,16,19-0,2,4,7,8,10,13,15,16,19-0,2,4,7,8,11,12,15,17,19-0,2,4,7,8,11,13,15,16,19-0,2,4,6,8,11,12,14,17,18-1,3,4,6,8,10,12,14,17,19-1,2,5,6,8,11,12,14,17,19-1,2,5,6,9,11,13,14,16,19-0,3,5,6,8,11,12,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-11-12-14-16-18;;563/prop5116
cpr;100;10;11;2;2;20;34;0,3,4,7,8,11,13,15,17,18-0,3,4,7,8,11,13,15,17,18-0,3,4,7,8,11,13,15,16,18-0,3,4,7,8,10,12,15,16,18-0,3,4,7,8,11,13,15,16,19-1,3,4,7,8,11,13,15,16,18-1,3,5,7,9,10,13,15,16,18-0,3,5,7,9,11,13,15,17,19-0,3,5,7,9,11,13,14,16,18-0,3,4,6,9,11,12,14,16,18-1,2,5,7,9,11,13,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-9-11-12-14-16-19;;563/prop5115
cpr;100;10;11;2;2;20;34;1,3,5,6,9,11,12,15,16,18-1,3,5,6,9,11,12,15,16,18-0,3,5,7,8,11,12,15,16,18-1,3,4,6,9,11,12,15,16,18-1,3,5,6,9,11,12,14,16,19-1,2,5,6,9,11,12,14,16,18-1,3,5,6,9,10,12,14,16,19-0,2,5,6,8,11,12,14,16,19-1,2,5,7,8,11,12,14,16,18-1,2,5,7,8,11,12,14,16,19-0,2,5,6,8,10,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-7-8-10-13-14-17-19;;563/prop5114
cpr;100;10;11;2;2;20;34;0,2,5,7,9,10,13,15,17,18-0,2,4,7,8,10,13,15,17,18-0,2,5,6,9,10,13,15,17,18-0,2,5,7,9,10,13,14,17,18-0,3,4,6,8,10,13,15,17,18-0,2,4,6,8,10,13,14,17,18-0,3,5,7,9,10,12,15,17,19-0,2,4,6,8,11,13,14,17,18-1,3,4,6,8,10,13,14,17,18-0,2,5,7,9,11,12,14,16,19-1,3,4,6,8,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-11-12-14-16-19;;563/prop5086
cpr;100;10;11;2;2;20;34;1,2,5,6,9,11,13,15,16,18-1,2,5,6,9,11,13,14,17,18-1,2,5,6,9,11,12,15,16,18-1,2,4,7,9,11,13,14,16,18-1,2,5,6,8,10,13,14,17,18-1,2,4,6,8,11,12,14,16,18-1,3,5,6,9,10,12,14,17,18-1,2,4,6,9,10,13,15,17,18-1,3,5,7,8,10,13,14,17,18-1,3,5,7,8,10,12,14,17,18-0,2,5,6,8,10,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-10-12-15-17-19;;563/prop5087
cpr;100;10;11;2;2;20;34;0,2,5,6,9,10,12,15,17,19-0,3,5,7,9,10,12,15,17,19-0,2,5,7,9,10,13,14,17,19-1,2,5,7,9,10,13,15,17,19-0,2,5,7,9,11,13,15,16,19-0,2,5,7,8,10,13,15,16,19-1,3,4,6,9,10,12,15,17,19-1,2,5,6,9,10,13,14,17,19-0,2,5,7,8,10,13,14,16,18-1,3,5,6,9,11,12,14,16,19-0,3,4,6,8,10,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-11-13-14-16-18;;563/prop5088
cpr;100;10;11;2;2;20;34;1,3,5,7,8,11,12,14,16,19-1,3,4,7,8,11,12,15,16,19-0,3,5,7,8,11,12,14,16,19-0,3,4,7,8,11,12,14,17,19-1,3,5,7,8,10,12,14,16,18-0,2,4,7,8,11,12,15,16,19-0,3,4,7,8,11,12,15,17,18-0,3,4,7,9,11,12,14,17,18-0,2,4,7,8,10,13,14,17,19-1,3,5,6,9,11,13,15,17,19-1,2,5,6,8,11,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-9-10-13-15-17-18;;563/prop5089
cpr;100;10;11;2;2;20;34;0,3,4,7,8,10,12,14,16,19-0,3,4,7,8,11,12,14,17,19-0,3,4,7,8,11,12,14,17,18-1,3,4,6,8,11,12,14,16,19-1,3,4,7,8,11,13,14,16,18-1,3,4,7,8,10,12,15,16,19-0,3,4,7,8,10,12,15,17,18-0,2,4,6,8,11,12,14,17,18-1,2,4,6,9,10,12,14,16,19-0,2,5,6,8,11,13,14,17,18-1,3,4,7,9,10,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-9-10-13-15-17-18;;563/prop5090
cpr;100;10;11;2;2;20;34;1,2,5,6,8,11,13,14,17,19-1,2,4,6,8,11,12,14,17,19-0,2,5,6,8,10,12,14,17,19-1,2,5,6,8,10,12,14,16,19-1,2,4,6,8,11,13,14,17,18-0,2,5,7,9,11,12,14,17,19-1,3,4,6,8,11,13,14,16,19-1,3,5,6,8,11,13,15,17,18-0,2,5,7,8,11,13,15,16,19-0,3,5,6,9,10,13,15,17,19-0,2,4,7,8,10,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-9-10-13-15-16-18;;563/prop5091
cpr;100;10;11;2;2;20;34;1,3,4,7,9,10,13,15,17,19-1,3,4,7,8,10,12,15,17,19-1,3,4,6,8,10,12,15,17,19-1,3,4,6,9,11,12,15,17,19-0,3,4,7,9,11,12,14,17,19-1,3,4,7,8,10,13,15,17,18-0,2,5,7,9,10,13,15,17,19-1,2,4,7,9,11,13,14,17,19-0,3,5,6,9,10,13,15,17,18-1,2,4,7,8,11,13,14,16,19-0,3,4,6,8,10,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-8-11-13-14-16-18;;563/prop5092
cpr;100;10;11;2;2;20;34;1,3,4,6,8,10,13,14,17,19-1,2,4,6,9,10,13,14,17,19-1,2,4,6,9,10,12,14,17,19-1,2,4,6,9,10,13,14,17,18-1,3,4,6,9,10,13,14,16,19-1,2,4,7,8,11,13,15,17,19-0,2,4,7,9,10,13,15,17,19-1,3,4,6,9,10,13,15,17,18-1,2,5,7,8,10,12,15,17,18-1,2,5,7,9,11,12,14,16,19-1,3,5,7,8,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-9-11-12-15-16-18;;563/prop5093
cpr;100;10;11;2;2;20;34;0,2,4,6,8,11,12,15,17,18-0,2,4,6,8,10,13,15,17,18-1,2,4,6,8,10,12,15,16,18-1,2,4,6,8,10,12,14,17,18-0,2,4,6,8,11,12,14,17,19-1,2,4,7,8,10,12,15,17,19-0,2,4,7,8,10,13,14,17,19-1,2,4,6,9,10,13,15,16,18-0,3,4,7,8,11,13,15,16,18-0,3,4,6,9,11,13,15,16,19-0,3,4,7,8,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-11-13-14-16-19;;563/prop5094
cpr;100;10;11;2;2;20;34;0,3,4,7,9,10,13,15,17,18-0,3,4,7,9,10,12,15,16,18-0,3,4,7,9,10,12,15,16,19-0,2,4,7,9,10,12,15,16,18-1,3,4,7,9,10,13,15,16,18-0,3,5,7,9,10,12,15,16,19-0,3,5,6,8,10,13,15,17,18-0,3,5,7,8,10,12,15,16,19-0,2,5,7,9,11,12,14,16,18-1,3,5,6,8,10,13,15,16,18-1,2,4,7,9,11,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-8-11-13-14-16-19;;563/prop5095
cpr;100;10;11;2;2;20;34;1,2,5,7,8,11,13,15,17,18-1,2,5,7,8,11,13,15,17,18-1,2,5,7,8,11,12,15,17,18-1,2,4,7,8,11,13,14,17,19-1,2,4,7,8,10,13,14,16,18-1,2,5,6,8,11,13,14,17,18-1,2,4,6,9,10,13,15,17,19-0,2,5,6,9,11,13,15,17,18-0,3,4,6,8,11,12,15,17,19-0,3,5,6,8,11,12,14,17,18-0,3,4,7,8,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-9-10-12-14-16-19;;563/prop5096
cpr;100;10;11;2;2;20;34;1,3,5,6,9,10,13,15,16,19-1,3,5,6,9,11,13,15,16,18-1,3,5,7,9,11,13,15,17,19-1,3,5,6,9,10,13,14,16,19-1,3,5,6,9,10,13,14,17,19-1,3,5,6,9,10,13,14,17,19-0,2,5,6,9,10,13,14,16,19-1,3,5,7,9,11,12,15,17,18-0,2,5,6,9,10,13,14,17,19-0,2,5,6,8,11,12,14,17,19-1,2,5,6,8,10,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-7-8-10-12-14-17-18;;563/prop5097
cpr;100;10;11;2;2;20;34;1,2,5,6,9,11,12,15,17,18-1,2,4,6,9,11,13,15,17,18-0,2,4,6,9,11,12,15,17,19-1,3,4,6,9,10,12,15,17,18-1,2,5,6,9,11,12,14,16,18-1,2,4,6,9,10,13,14,17,18-1,3,4,7,8,10,12,15,17,18-1,3,4,6,9,10,12,15,16,19-0,3,4,6,9,10,13,14,17,18-1,3,4,7,8,10,13,15,17,19-1,2,5,7,8,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-8-10-13-14-16-19;;563/prop5098
cpr;100;10;11;2;2;20;34;0,3,5,6,9,11,13,15,17,19-1,3,4,6,9,11,13,15,17,19-1,3,4,6,9,10,13,15,17,19-0,3,5,6,9,11,12,15,17,19-1,3,4,6,8,11,12,15,17,19-1,3,5,6,9,10,13,15,17,19-1,3,4,6,9,11,12,15,16,18-0,2,5,6,8,11,12,15,17,19-0,3,5,6,9,10,12,14,16,19-0,2,5,7,9,11,13,14,16,18-1,2,4,6,9,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-10-12-14-16-18;;563/prop5084
